966.8;0.068908;8.46e+19;1.6162e-08;1.5757e-08;1.5341e-08;1.4354e-08;1.2636e-08;1.0103e-08;7.32e-09;4.8727e-09;2.9291e-09;1.6546e-09;1174700000000;2.0317e+15;53917000000;1.8324e+17;26351000000000;266720000000;164250000;2.2173e+21;132250000;3.9318e+17;1.0905e+17;2.1129e+16;4404400000000;73714000
748.5;0.016919;5.04e+19;1.6434e-08;1.6221e-08;1.5824e-08;1.5136e-08;1.4148e-08;1.2822e-08;1.1194e-08;9.3367e-09;7.3883e-09;5.6431e-09;107130000000000;7.5797e+16;43688000000;8.7107e+18;104700000000000;6843400000000;103380000000;5.2692e+20;1535300000;2.7193e+18;5.3308e+18;8.054e+17;3.816e+16;77866000
1403;0.025607;9.58e+19;2.8742e-08;2.8404e-08;2.8066e-08;2.7389e-08;2.6195e-08;2.4216e-08;2.1336e-08;1.7688e-08;1.3743e-08;9.9921e-09;158800000000000;1.5629e+17;166980000000;9.2719e+18;156910000000000;14115000000000;163660000000;8.0494e+20;5291600000;3.7884e+18;5.2927e+18;8.0997e+17;1.6235e+16;79226000
894.5;0.069717;7.91e+19;1.4455e-08;1.4098e-08;1.3743e-08;1.2876e-08;1.1314e-08;9.0259e-09;6.5792e-09;4.3649e-09;2.6166e-09;1.4752e-09;863710000000;1.5758e+15;48058000000;1.5397e+17;23310000000000;212960000000;136170000;2.2435e+21;139460000;3.4015e+17;9.2022e+16;1.7551e+16;2818100000000;77783000
1481.1;0.06025;1.15e+20;2.858e-08;2.7722e-08;2.7104e-08;2.5852e-08;2.353e-08;1.9787e-08;1.504e-08;1.0208e-08;6.2554e-09;3.6408e-09;9894700000000;1.0381e+16;94140000000;6.2296e+17;60627000000000;1188900000000;1242600000;1.9373e+21;111970000;9.5003e+17;3.5059e+17;7.3538e+16;80278000000000;55108000
1533.8;0.055004;1.17e+20;3.0687e-08;2.9923e-08;2.9354e-08;2.8093e-08;2.5942e-08;2.226e-08;1.7401e-08;1.2143e-08;7.5473e-09;4.4559e-09;19219000000000;1.829e+16;106700000000;9.9306e+17;75028000000000;1906900000000;2945500000;1.7676e+21;141300000;1.2455e+18;5.4639e+17;1.1461e+17;200640000000000;53722000
1622.2;0.055873;1.21e+20;3.1371e-08;3.0579e-08;3.0021e-08;2.8794e-08;2.6676e-08;2.302e-08;1.8098e-08;1.2697e-08;7.9171e-09;4.6797e-09;19193000000000;1.8675e+16;110250000000;9.9539e+17;77952000000000;1905800000000;2726200000;1.7955e+21;132690000;1.2751e+18;5.476e+17;1.147e+17;197210000000000;52626000
1175.8;0.068542;9.85e+19;2.0288e-08;1.9738e-08;1.9226e-08;1.8032e-08;1.5977e-08;1.2883e-08;9.3339e-09;6.2076e-09;3.755e-09;2.129e-09;1746300000000;2.9797e+15;65065000000;2.3658e+17;32769000000000;361730000000;206020000;2.2054e+21;119520000;4.9118e+17;1.3969e+17;2.7288e+16;7966500000000;66898000
625.7;0.063015;5.94e+19;1.1681e-08;1.136e-08;1.0993e-08;1.0191e-08;8.8679e-09;6.9985e-09;5.0879e-09;3.364e-09;2.0093e-09;1.1306e-09;2055100000000;1.7678e+15;41854000000;1.8959e+17;23620000000000;353990000000;402030000;2.0277e+21;154440000;3.5621e+17;1.1223e+17;2.3542e+16;8009100000000;80718000
514.7;0.067433;5.02e+19;8.3657e-09;8.1518e-09;7.9218e-09;7.3539e-09;6.4669e-09;5.1767e-09;3.7451e-09;2.4569e-09;1.4569e-09;8.1846e-10;703910000000;812860000000000;27736000000;1.0637e+17;15808000000000;160040000000;158670000;2.1702e+21;174170000;2.3211e+17;6.4437e+16;1.2714e+16;1608300000000;94988000
1764.8;0.05172;1.26e+20;3.3423e-08;3.2673e-08;3.2163e-08;3.1126e-08;2.924e-08;2.5799e-08;2.0971e-08;1.5276e-08;9.8796e-09;5.8815e-09;33369000000000;3.2079e+16;128570000000;1.5496e+18;97223000000000;2889900000000;5679600000;1.6605e+21;203340000;1.6739e+18;8.3881e+17;1.7181e+17;428760000000000;51895000
1883.5;0.038051;1.25e+20;3.4422e-08;3.3937e-08;3.366e-08;3.3038e-08;3.1804e-08;2.9404e-08;2.5609e-08;2.0543e-08;1.4856e-08;9.7986e-09;109690000000000;1.135e+17;191450000000;4.9892e+18;148490000000000;8684100000000;56709000000;1.2134e+21;2649000000;3.149e+18;2.6986e+18;4.7384e+17;3.3358e+15;64117000
1656.4;0.027796;1.1e+20;3.0878e-08;3.0388e-08;3.0149e-08;2.9576e-08;2.8546e-08;2.6658e-08;2.3699e-08;1.9901e-08;1.5514e-08;1.1272e-08;174000000000000;1.8209e+17;210660000000;9.535e+18;175980000000000;15413000000000;166360000000;8.7465e+20;5946200000;4.1328e+18;5.3666e+18;8.2188e+17;1.4431e+16;76692000
564;0.035245;4.99e+19;1.9248e-08;1.8769e-08;1.8007e-08;1.6645e-08;1.4689e-08;1.2101e-08;9.2092e-09;6.3991e-09;4.011e-09;2.3451e-09;27473000000000;1.8831e+16;53480000000;1.4801e+18;41844000000000;2689900000000;24391000000;1.131e+21;1515900000;1.0185e+18;8.4882e+17;1.6944e+17;613140000000000;91233000
1556.5;0.016207;9.37e+19;1.9949e-08;1.9769e-08;1.9576e-08;1.9202e-08;1.8579e-08;1.7606e-08;1.6275e-08;1.4532e-08;1.253e-08;1.0556e-08;254400000000000;2.1736e+17;152460000000;2.0455e+19;248560000000000;14763000000000;149900000000;4.8192e+20;1701100000;5.4686e+18;1.1941e+19;1.5284e+18;1.5402e+17;58939000
