Power;Pressure;Point1_EtchRateO;Point2_EtchRateO;Point3_EtchRateO;Point4_EtchRateO;Point5_EtchRateO;Point6_EtchRateO;Point7_EtchRateO;Point8_EtchRateO;Point9_EtchRateO;Point10_EtchRateO
155.4;0.059617;0.05778811;0.050215875;0.043839256;0.034832282;0.024749253;0.014227831;0.009564929;0.004104949;0.001167718;3.99E-43
214.8;0.032788;0.0793092;0.077316506;0.073729658;0.0669545;0.056991033;0.043440717;0.030129525;0.017734972;0.008688143;0.004344072
130.7;0.036025;0.084888741;0.080504816;0.074925274;0.066157423;0.054998339;0.040650947;0.027180339;0.014945201;0.006456327;0.003658585
345.5;0.014445;0.068548655;0.064164729;0.058983726;0.051411491;0.045433411;0.037303222;0.027937562;0.019249419;0.014905347;0.012195284
118.2;0.049255;0.074925274;0.067751578;0.060577881;0.050215875;0.038578545;0.025267353;0.013829293;0.007651943;0.003252076;0.000988376
129.1;0.045885;0.0793092;0.072932581;0.065758884;0.055396878;0.043440717;0.029372302;0.016977748;0.008409166;0.004264364;0.00118366
109.7;0.03727;0.085685819;0.080504816;0.074526735;0.065758884;0.053802723;0.039495184;0.025944869;0.013829293;0.006217204;0.003347725
129.7;0.047207;0.077715045;0.070939887;0.063766191;0.053404185;0.041448024;0.027778147;0.015702424;0.008170043;0.003893723;0.00113185
202.5;0.044366;0.081301893;0.074925274;0.067751578;0.05778811;0.045433411;0.031285287;0.018492195;0.008568582;0.004702757;0.00149452
158.9;0.040565;0.08528728;0.078910661;0.072135503;0.062172036;0.050215875;0.035988044;0.022278313;0.011039522;0.005659249;0.002482896
373.2;0.014117;0.067353039;0.063367652;0.05778811;0.049817336;0.043839256;0.03646629;0.02749917;0.019129857;0.014546662;0.012115576
203.6;0.037723;0.085685819;0.080504816;0.074526735;0.065360345;0.053005646;0.039016938;0.025466622;0.013430754;0.00617735;0.003232149
140.3;0.030873;0.080504816;0.073331119;0.07014281;0.065360345;0.056991033;0.045034872;0.031604118;0.019329127;0.010003321;0.004583195
193.1;0.052244;0.070541348;0.062570575;0.055396878;0.04583195;0.034274327;0.021680505;0.01143806;0.006775158;0.002327466;0.000693457
258.2;0.037575;0.085685819;0.080504816;0.074526735;0.065360345;0.053404185;0.039176353;0.025626038;0.013550316;0.006217204;0.003268017
141.8;0.050657;0.073331119;0.065758884;0.058186649;0.048223182;0.036545998;0.023553637;0.012553969;0.007253404;0.002817669;0.000856858
261;0.02577;0.08847559;0.081700432;0.074526735;0.063766191;0.051012953;0.044636333;0.034593158;0.02307539;0.013630023;0.007372966
127.6;0.020868;0.086084357;0.08209897;0.075722351;0.0669545;0.055396878;0.041846563;0.031803388;0.024390568;0.016300232;0.010441714
91.1;0.015768;0.072932581;0.068548655;0.062172036;0.056991033;0.049817336;0.039853869;0.029571571;0.019767519;0.016061109;0.012354699
153.8;0.014294;0.068150116;0.063766191;0.058186649;0.050614414;0.044636333;0.036904683;0.027738293;0.019209565;0.014745932;0.012195284
198.5;0.050109;0.074128197;0.066555961;0.058983726;0.049020259;0.037343075;0.024191299;0.013032215;0.00741282;0.00298904;0.000908668
227.8;0.058224;0.060179342;0.052607107;0.04583195;0.036824975;0.026462969;0.015383593;0.010043175;0.004623049;0.001291265;3.99E-43
79.9;0.01984;0.084091664;0.080106277;0.074526735;0.066157423;0.055396878;0.042245101;0.029930256;0.024071737;0.016619063;0.010999668
141.9;0.048902;0.075722351;0.068548655;0.06097642;0.051012953;0.039056792;0.025705746;0.014148124;0.007771504;0.003363667;0.001016274
330.4;0.011324;0.047824643;0.044237795;0.041448024;0.036227167;0.030328794;0.025905015;0.02060445;0.015383593;0.011398207;0.009604782
60.2;0.015694;0.072534042;0.068150116;0.062172036;0.056592494;0.049418798;0.039853869;0.029531717;0.019767519;0.015981402;0.012394553
252.5;0.011559;0.050215875;0.046629027;0.043440717;0.037861176;0.031683826;0.026941216;0.021441382;0.015901694;0.01163733;0.009963467
133;0.053828;0.068150116;0.060179342;0.053005646;0.043440717;0.032122219;0.019847227;0.011198937;0.006217204;0.001845234;0.000514115
210.6;0.057511;0.061374958;0.053802723;0.047027566;0.037861176;0.027339754;0.016100963;0.010282298;0.004862172;0.001343075;3.81E-05
241.4;0.031645;0.078910661;0.074526735;0.071736964;0.066157423;0.056991033;0.044636333;0.03100631;0.018691465;0.009485221;0.004503487
232.4;0.04099;0.084888741;0.078512122;0.071736964;0.061773497;0.049418798;0.035469944;0.02183992;0.010680837;0.005579542;0.00236732
131.1;0.021513;0.087279973;0.082497509;0.076519429;0.0669545;0.055396878;0.041448024;0.032720027;0.024470276;0.016021255;0.010083029
221.1;0.045027;0.080504816;0.074128197;0.0669545;0.056592494;0.044636333;0.030448356;0.017854533;0.008528728;0.004503487;0.001323148
287.7;0.018176;0.078910661;0.075323813;0.071338426;0.063766191;0.053802723;0.042245101;0.030169379;0.022955829;0.016858187;0.011756891
188.4;0.041539;0.084490203;0.078113584;0.071338426;0.061374958;0.049020259;0.034752574;0.021281966;0.010202591;0.005420126;0.002223846
178.6;0.04209;0.084091664;0.077715045;0.070541348;0.060577881;0.048223182;0.034114912;0.020763866;0.009804052;0.005300565;0.002084357
63.2;0.059361;0.058186649;0.050614414;0.044237795;0.035190966;0.025068084;0.014267685;0.009644636;0.004184656;0.001191631;3.99E-43
369.7;0.023086;0.088874128;0.082896048;0.076519429;0.066555961;0.054201262;0.040252408;0.034075058;0.024271006;0.01534374;0.009086682
84.5;0.015719;0.072534042;0.068548655;0.062172036;0.056991033;0.049418798;0.039853869;0.029531717;0.019767519;0.016021255;0.012394553
97.8;0.046534;0.078512122;0.072135503;0.064961807;0.054599801;0.04264364;0.028615078;0.016340086;0.008289605;0.004104949;0.001163733
87.4;0.051968;0.071338426;0.063367652;0.056193955;0.046230488;0.034672866;0.021999336;0.01143806;0.006854865;0.002411159;0.00072534
278.8;0.036031;0.084888741;0.080504816;0.074925274;0.066157423;0.054998339;0.040650947;0.027180339;0.014905347;0.006456327;0.0036546
294.6;0.016087;0.074128197;0.068947194;0.063766191;0.058186649;0.050614414;0.040650947;0.029850548;0.019887081;0.016260379;0.012314846
60.7;0.050539;0.073331119;0.065758884;0.058186649;0.048223182;0.036745267;0.023713052;0.012633677;0.007293258;0.002853537;0.000868814
225;0.027336;0.086084357;0.079707738;0.072135503;0.061374958;0.053802723;0.045433411;0.03399535;0.022079044;0.012553969;0.006416473
218;0.010795;0.042245101;0.039495184;0.036904683;0.032361342;0.027220193;0.023354367;0.018571903;0.014148124;0.010601129;0.008927267
366.7;0.011439;0.049020259;0.045433411;0.04264364;0.037064098;0.03100631;0.026423115;0.021002989;0.015622717;0.011517768;0.009764198
263.5;0.052482;0.070541348;0.062172036;0.054998339;0.045433411;0.033915643;0.021401528;0.011398207;0.00669545;0.002255729;0.000669545
266.2;0.056978;0.062570575;0.054998339;0.047824643;0.038618399;0.02801727;0.016658917;0.010441714;0.005061441;0.001374958;0.000110794
251.9;0.034636;0.083294587;0.079707738;0.074925274;0.0669545;0.055795417;0.042245101;0.02853537;0.016180671;0.00741282;0.003981402
114;0.037747;0.085685819;0.080504816;0.074526735;0.065360345;0.053005646;0.038977084;0.025426769;0.013430754;0.00617735;0.003228163
134;0.042612;0.083294587;0.076917967;0.07014281;0.059780804;0.047824643;0.03347725;0.020205912;0.009445367;0.005181003;0.00195284
60;0.055186;0.065758884;0.05778811;0.050614414;0.041448024;0.030328794;0.018492195;0.010959814;0.005738957;0.001450681;0.000348721
221.5;0.011252;0.047027566;0.043839256;0.041049485;0.035709067;0.029930256;0.02554633;0.020325473;0.015264032;0.011278645;0.009525075
299.4;0.017584;0.076519429;0.073331119;0.069345732;0.062570575;0.053404185;0.041846563;0.030328794;0.022318167;0.016818333;0.011956161
225.2;0.012474;0.05778811;0.054201262;0.049817336;0.043440717;0.036585852;0.030767187;0.024231152;0.017535702;0.012394553;0.011039522
214.9;0.036747;0.085685819;0.080903354;0.074925274;0.066157423;0.054201262;0.039853869;0.026462969;0.014267685;0.006257057;0.003479243
69.6;0.055026;0.065758884;0.058186649;0.051012953;0.041448024;0.030528064;0.018651611;0.010959814;0.005778811;0.001486549;0.000368648
335.9;0.013546;0.064961807;0.06097642;0.055396878;0.047824643;0.041448024;0.034473597;0.026702092;0.018811026;0.013789439;0.011876453
235.1;0.059188;0.058585188;0.051012953;0.044636333;0.03543009;0.025267353;0.014387247;0.009724344;0.004264364;0.001207572;3.99E-43
124.3;0.05695;0.062570575;0.054998339;0.047824643;0.038658253;0.02801727;0.016698771;0.010481568;0.005061441;0.001374958;0.000114381
240.1;0.043593;0.082497509;0.075722351;0.068947194;0.058585188;0.046629027;0.03224178;0.019249419;0.008727997;0.004902026;0.001697775
384.8;0.014668;0.069345732;0.064961807;0.059780804;0.052208569;0.046230488;0.037821322;0.028216539;0.019408834;0.015104616;0.012235138
205.6;0.016774;0.075722351;0.07014281;0.066555961;0.060577881;0.052208569;0.041448024;0.030209233;0.021122551;0.01657921;0.012195284
79.9;0.050532;0.073331119;0.065758884;0.058186649;0.048223182;0.036745267;0.023713052;0.01267353;0.007293258;0.002857522;0.000868814
70.1;0.052265;0.070541348;0.062570575;0.055396878;0.04583195;0.034234474;0.021640651;0.011398207;0.006775158;0.002323481;0.000693457
270.3;0.015149;0.070939887;0.066555961;0.06097642;0.054599801;0.047824643;0.038817669;0.029013617;0.019687811;0.015543009;0.012394553
291.9;0.026059;0.088077051;0.081700432;0.074128197;0.063367652;0.051012953;0.044636333;0.034513451;0.022915975;0.013430754;0.007173696
170.9;0.021912;0.087678512;0.082896048;0.076519429;0.0669545;0.054998339;0.041049485;0.033158419;0.024470276;0.01586184;0.009804052
232.1;0.031072;0.080106277;0.072932581;0.070939887;0.065758884;0.056991033;0.044636333;0.031444703;0.019169711;0.009843906;0.004583195
75.8;0.011789;0.052208569;0.049020259;0.045034872;0.039375623;0.03295915;0.027937562;0.022198605;0.01637994;0.011876453;0.010242444
122.5;0.04704;0.078113584;0.071338426;0.064164729;0.053802723;0.041846563;0.027977416;0.01586184;0.008209897;0.003941548;0.001143806
153.4;0.049208;0.075323813;0.068150116;0.060577881;0.050215875;0.038618399;0.025307207;0.013869146;0.007691797;0.003268017;0.000992361
103.1;0.01811;0.078512122;0.075323813;0.072534042;0.063766191;0.053802723;0.042245101;0.030209233;0.022915975;0.016858187;0.011796745
144.8;0.043965;0.08209897;0.075323813;0.068150116;0.058186649;0.04583195;0.031803388;0.018890734;0.008608436;0.004822318;0.001602126
162.4;0.043209;0.082896048;0.07612089;0.069345732;0.059382265;0.047027566;0.032720027;0.019647957;0.009006974;0.005021588;0.001797409
249.7;0.037186;0.085685819;0.080504816;0.074925274;0.065758884;0.053802723;0.039574892;0.026024577;0.013909;0.006257057;0.003367652
250.1;0.018211;0.078910661;0.075722351;0.070939887;0.063766191;0.054201262;0.042245101;0.030169379;0.022995682;0.016858187;0.011756891
150.1;0.055329;0.065360345;0.057389572;0.050614414;0.041049485;0.030129525;0.018372634;0.01091996;0.005659249;0.001446695;0.000330389
204.6;0.058785;0.059382265;0.05181003;0.045034872;0.036027898;0.025785453;0.014825639;0.009843906;0.004423779;0.001243441;3.99E-43
206.2;0.049818;0.074526735;0.0669545;0.059382265;0.049418798;0.037741614;0.024549983;0.013311192;0.007492527;0.003080704;0.000936566
213;0.037706;0.085685819;0.080504816;0.074526735;0.065360345;0.053005646;0.039016938;0.025466622;0.013430754;0.00617735;0.003236134
147.7;0.053655;0.068548655;0.060577881;0.053404185;0.043440717;0.032361342;0.020046496;0.011238791;0.006296911;0.001897044;0.000534042
141.2;0.01186;0.053005646;0.049817336;0.04583195;0.039814015;0.033357688;0.028256393;0.022437728;0.016539356;0.011956161;0.010322152
96.1;0.03105;0.080106277;0.072932581;0.070541348;0.065758884;0.056991033;0.044636333;0.031484557;0.019169711;0.00988376;0.004583195
93.2;0.012276;0.056193955;0.053005646;0.04862172;0.042245101;0.035589505;0.02997011;0.023713052;0.017256725;0.012274992;0.010840252
116.8;0.056261;0.063766191;0.056193955;0.049020259;0.039694454;0.028933909;0.017376287;0.010680837;0.005340418;0.001410827;0.000207639
101;0.047567;0.077316506;0.070541348;0.062969113;0.053005646;0.041049485;0.027339754;0.015383593;0.008090335;0.003782132;0.001111923
254.8;0.01302;0.061773497;0.05778811;0.053005646;0.04583195;0.039216207;0.032680173;0.025586184;0.018253072;0.012992361;0.011517768
75.7;0.046107;0.078910661;0.072534042;0.065360345;0.054998339;0.043042179;0.029133178;0.016778479;0.008369313;0.00422451;0.001179675
337.8;0.024317;0.089272667;0.082896048;0.075722351;0.065360345;0.053005646;0.04264364;0.034593158;0.023832614;0.014586516;0.008289605
222.4;0.03986;0.08528728;0.079707738;0.072932581;0.062969113;0.051012953;0.036785121;0.023035536;0.01163733;0.005818665;0.002670209
279.2;0.033258;0.080504816;0.078113584;0.074128197;0.0669545;0.056592494;0.043440717;0.029730986;0.017336433;0.008369313;0.004264364
238.5;0.054024;0.067751578;0.059780804;0.052607107;0.043042179;0.031843241;0.019647957;0.011198937;0.006137496;0.001785453;0.000490203
62.7;0.05738;0.061773497;0.054201262;0.047426104;0.038020591;0.02749917;0.016260379;0.010322152;0.004902026;0.001351046;5.58E-05
164.2;0.042667;0.083294587;0.076917967;0.069744271;0.059780804;0.047824643;0.033397542;0.020166058;0.009405513;0.005141149;0.001936898
390.6;0.011705;0.051411491;0.048223182;0.044636333;0.038817669;0.032480903;0.027578877;0.021919628;0.016220525;0.011796745;0.010122883
158.2;0.053696;0.068150116;0.060577881;0.053404185;0.043440717;0.032281634;0.020006642;0.011238791;0.006257057;0.001885088;0.000530056
97.4;0.047055;0.078113584;0.071338426;0.064164729;0.053802723;0.041846563;0.027977416;0.01586184;0.008170043;0.003937562;0.001139821
166.2;0.021489;0.087678512;0.082497509;0.07612089;0.0669545;0.055396878;0.041448024;0.032680173;0.024470276;0.016021255;0.010083029
224.9;0.018602;0.080504816;0.076917967;0.072135503;0.064563268;0.054599801;0.042245101;0.029810694;0.023314513;0.016818333;0.011597476
265.4;0.051513;0.071736964;0.064164729;0.056592494;0.047027566;0.035310528;0.022517436;0.011756891;0.007014281;0.002554633;0.000773165
60.3;0.027001;0.086881435;0.080106277;0.072534042;0.062172036;0.053404185;0.045433411;0.034154766;0.022318167;0.012793092;0.006615742
234.8;0.054567;0.0669545;0.058983726;0.05181003;0.042245101;0.031125872;0.019129857;0.011079376;0.005938227;0.001622052;0.000426436
61.2;0.052771;0.069744271;0.061773497;0.054599801;0.045034872;0.03347725;0.021082697;0.011358353;0.006575888;0.002164065;0.000637662
339.5;0.016595;0.075722351;0.069345732;0.065758884;0.060179342;0.05181003;0.041049485;0.030129525;0.020843574;0.016499502;0.012235138
169;0.044118;0.081700432;0.074925274;0.068150116;0.058186649;0.04583195;0.031604118;0.018731318;0.008608436;0.004782464;0.001562272
346.3;0.017479;0.07612089;0.072932581;0.068947194;0.062570575;0.053005646;0.041846563;0.030328794;0.022158751;0.016778479;0.011996015
253.5;0.037497;0.085685819;0.080504816;0.074526735;0.065360345;0.053404185;0.039256061;0.025705746;0.013630023;0.006217204;0.003287944
66.7;0.04865;0.07612089;0.068947194;0.061374958;0.051411491;0.039415477;0.025984723;0.014387247;0.007811358;0.003439389;0.001036201
68.9;0.047038;0.078113584;0.071338426;0.064164729;0.053802723;0.041846563;0.027977416;0.01586184;0.008209897;0.003945533;0.001143806
57.2;0.055384;0.065360345;0.057389572;0.050614414;0.041049485;0.030089671;0.018292926;0.010880106;0.005659249;0.00144271;0.000323613
89.9;0.057195;0.062172036;0.054599801;0.047426104;0.038299568;0.027738293;0.016419794;0.01040186;0.004981734;0.001363002;8.13E-05
328.7;0.014781;0.069744271;0.065360345;0.060179342;0.053005646;0.046629027;0.038060445;0.028336101;0.019488542;0.015184324;0.012314846
266.2;0.037937;0.086084357;0.080106277;0.074526735;0.064961807;0.053005646;0.038737961;0.025227499;0.013231485;0.006137496;0.003176353
74.6;0.02587;0.08847559;0.081700432;0.074128197;0.063766191;0.051012953;0.044636333;0.034553305;0.023035536;0.013550316;0.007293258
74.2;0.057239;0.061773497;0.054201262;0.047426104;0.038219861;0.027658585;0.01637994;0.010362006;0.004981734;0.001359017;7.53E-05
97.6;0.040945;0.084888741;0.078910661;0.071736964;0.061773497;0.049817336;0.035509797;0.021879774;0.010720691;0.005579542;0.002379276
82.3;0.053952;0.067751578;0.059780804;0.053005646;0.043042179;0.031962803;0.019727665;0.011198937;0.00617735;0.00180538;0.000498173
133.3;0.046634;0.078512122;0.071736964;0.064563268;0.054201262;0.042245101;0.028455663;0.016260379;0.008289605;0.004065095;0.001159748
135.3;0.039461;0.085685819;0.079707738;0.073331119;0.063367652;0.051411491;0.037223514;0.023513783;0.011956161;0.005898373;0.002777815
350.4;0.011094;0.045433411;0.042245101;0.039574892;0.034593158;0.029013617;0.02482896;0.019767519;0.014905347;0.011079376;0.009285952
294.4;0.014215;0.067751578;0.063367652;0.058186649;0.049817336;0.044237795;0.036705413;0.027658585;0.019169711;0.014666224;0.01215543
277.7;0.019416;0.082896048;0.0793092;0.073729658;0.065758884;0.054998339;0.042245101;0.029571571;0.023872468;0.016658917;0.011198937
230.7;0.013756;0.065758884;0.061773497;0.056193955;0.04862172;0.04264364;0.035151113;0.027060777;0.018970442;0.01410827;0.011996015
164.2;0.026453;0.087678512;0.080903354;0.073331119;0.062969113;0.052208569;0.045034872;0.034393889;0.022676852;0.013151777;0.006934573
101.7;0.037622;0.085685819;0.080504816;0.074526735;0.065360345;0.053404185;0.0391365;0.025586184;0.013510462;0.00617735;0.003260046
56.9;0.058416;0.059780804;0.052208569;0.04583195;0.036545998;0.026223846;0.015184324;0.010003321;0.004543341;0.001275324;3.99E-43
387.5;0.021361;0.086881435;0.082497509;0.07612089;0.0669545;0.055396878;0.041448024;0.032520757;0.024470276;0.016100963;0.010162737
93.4;0.059539;0.05778811;0.050614414;0.043839256;0.034951843;0.024868814;0.014227831;0.009604782;0.004144802;0.001175689;3.99E-43
213.6;0.033101;0.080106277;0.078113584;0.073729658;0.0669545;0.056991033;0.043440717;0.029850548;0.017455995;0.008488874;0.004264364
151.6;0.034922;0.083693125;0.080106277;0.074925274;0.0669545;0.055795417;0.041846563;0.028256393;0.015901694;0.00721355;0.003917635
199.7;0.016645;0.075722351;0.069345732;0.066157423;0.060179342;0.05181003;0.041049485;0.030169379;0.020923281;0.016539356;0.012235138
143.5;0.02696;0.086881435;0.080504816;0.072534042;0.062172036;0.053005646;0.045433411;0.034154766;0.022318167;0.012793092;0.006615742
192.4;0.013515;0.064563268;0.060577881;0.055396878;0.047824643;0.041448024;0.034354035;0.026622385;0.018771172;0.013749585;0.011836599
139.4;0.038258;0.085685819;0.080106277;0.074128197;0.064563268;0.052607107;0.038458984;0.024908668;0.012992361;0.006097642;0.003096646
236.6;0.04783;0.076917967;0.07014281;0.062570575;0.052607107;0.040650947;0.027020923;0.01514447;0.008010628;0.003698439;0.001095981
137.5;0.055233;0.065758884;0.05778811;0.050614414;0.041049485;0.030288941;0.018452341;0.01091996;0.005699103;0.001446695;0.000342743
374.7;0.019651;0.083693125;0.079707738;0.074128197;0.066157423;0.055396878;0.042245101;0.029491863;0.023992029;0.016658917;0.011119229
74;0.054517;0.0669545;0.058983726;0.05181003;0.042245101;0.03120558;0.019169711;0.011079376;0.00597808;0.001637994;0.000430422
154.8;0.022909;0.088874128;0.082896048;0.076519429;0.066555961;0.054201262;0.040252408;0.03399535;0.024350714;0.015423447;0.00916639
121.2;0.010164;0.035350382;0.033317835;0.030647625;0.026981069;0.02327466;0.02008635;0.016140817;0.012354699;0.009604782;0.008170043
329.4;0.02725;0.086084357;0.079707738;0.072135503;0.061374958;0.053802723;0.045433411;0.034035204;0.022118897;0.012593823;0.006456327
225.6;0.042279;0.083693125;0.077316506;0.070541348;0.060179342;0.048223182;0.033875789;0.020564596;0.00968449;0.005260711;0.002036533
277.8;0.056609;0.062969113;0.055396878;0.04862172;0.039176353;0.028495516;0.017017602;0.010561275;0.005220857;0.001394885;0.000160611
131.7;0.02303;0.088874128;0.082896048;0.076519429;0.066555961;0.054201262;0.040252408;0.034075058;0.02431086;0.01534374;0.009086682
260.3;0.054997;0.066157423;0.058186649;0.051012953;0.041448024;0.030567918;0.018691465;0.010999668;0.005778811;0.00149452;0.000372235
89.4;0.010862;0.043042179;0.040252408;0.037542345;0.032839588;0.027618731;0.023673198;0.01885088;0.014307539;0.010720691;0.008967121
230.5;0.021396;0.086881435;0.082497509;0.07612089;0.0669545;0.055396878;0.041448024;0.032560611;0.024470276;0.016061109;0.010122883
372.3;0.014981;0.070541348;0.066157423;0.060577881;0.053802723;0.047426104;0.038498838;0.02873464;0.019608104;0.01534374;0.012354699
147.2;0.021979;0.087678512;0.082896048;0.076519429;0.0669545;0.054998339;0.041049485;0.033238127;0.024470276;0.01586184;0.009764198
371.1;0.024472;0.089272667;0.082896048;0.075722351;0.065360345;0.052607107;0.043042179;0.034633012;0.023752906;0.014466955;0.008170043
228.4;0.017581;0.076519429;0.073331119;0.069345732;0.062570575;0.053404185;0.041846563;0.030328794;0.022318167;0.016818333;0.011956161
119;0.041672;0.084490203;0.078113584;0.070939887;0.06097642;0.04862172;0.034593158;0.021162405;0.010122883;0.005420126;0.002191963
88.9;0.01113;0.04583195;0.04264364;0.039853869;0.034832282;0.029212886;0.024988376;0.019887081;0.014985055;0.011119229;0.009325805
154.1;0.041208;0.084490203;0.078512122;0.071736964;0.061773497;0.049418798;0.035190966;0.021640651;0.010521421;0.005499834;0.002311524
188.7;0.020009;0.084490203;0.080504816;0.074925274;0.066555961;0.055396878;0.042245101;0.030288941;0.024111591;0.01657921;0.01091996
159;0.033292;0.080504816;0.078113584;0.074128197;0.0669545;0.056592494;0.043042179;0.029691133;0.017296579;0.008329459;0.004264364
153.3;0.055339;0.065360345;0.057389572;0.050614414;0.041049485;0.030129525;0.01833278;0.01091996;0.005659249;0.00144271;0.000329193
86.9;0.012253;0.056193955;0.052607107;0.048223182;0.042245101;0.035469944;0.029890402;0.023633344;0.017216871;0.012274992;0.010800399
257.8;0.04448;0.081301893;0.074526735;0.067751578;0.057389572;0.045433411;0.031125872;0.018372634;0.008568582;0.004662903;0.001466622
149;0.024906;0.089272667;0.082497509;0.075323813;0.064961807;0.052208569;0.043440717;0.034672866;0.023553637;0.014187977;0.007891066
104.3;0.059828;0.057389572;0.050215875;0.043440717;0.034553305;0.02451013;0.014227831;0.009485221;0.004025241;0.001147791;3.99E-43
149.3;0.037757;0.085685819;0.080504816;0.074526735;0.065360345;0.053005646;0.038977084;0.025426769;0.0133909;0.00617735;0.003224178
242.8;0.039565;0.085685819;0.079707738;0.072932581;0.063367652;0.051411491;0.037103952;0.023394221;0.011876453;0.005898373;0.002749917
64.8;0.033128;0.080106277;0.078113584;0.074128197;0.0669545;0.056592494;0.043440717;0.029810694;0.017455995;0.00844902;0.004264364
366.7;0.017638;0.07612089;0.073729658;0.069345732;0.062969113;0.053404185;0.041846563;0.030288941;0.022358021;0.016818333;0.011956161
98.1;0.042184;0.084091664;0.077316506;0.070541348;0.060577881;0.048223182;0.03399535;0.020644304;0.009764198;0.005300565;0.002060445
226.7;0.04404;0.081700432;0.075323813;0.068150116;0.058186649;0.04583195;0.031683826;0.018811026;0.008608436;0.004782464;0.001582199
191.7;0.05764;0.061374958;0.053802723;0.047027566;0.037661906;0.027180339;0.015981402;0.010242444;0.004822318;0.001335105;2.06E-05
251.3;0.033461;0.080903354;0.078512122;0.074128197;0.0669545;0.056592494;0.043042179;0.029531717;0.017177018;0.008209897;0.00422451
262.2;0.016427;0.075323813;0.069345732;0.064961807;0.059382265;0.051411491;0.041049485;0.030049817;0.020524743;0.016419794;0.012274992
232;0.0372;0.085685819;0.080504816;0.074925274;0.065758884;0.053802723;0.039574892;0.025984723;0.013869146;0.006257057;0.003363667
221.5;0.052175;0.070939887;0.062969113;0.055795417;0.04583195;0.034393889;0.021760213;0.01143806;0.006775158;0.002351378;0.000701428
194;0.01312;0.062570575;0.058585188;0.053404185;0.046230488;0.0396546;0.033038858;0.025825307;0.018372634;0.013151777;0.011597476
62.2;0.046882;0.078113584;0.071338426;0.064164729;0.053802723;0.041846563;0.028176685;0.016021255;0.008209897;0.003985387;0.001147791
152.5;0.017679;0.076917967;0.073729658;0.069744271;0.062969113;0.053404185;0.041846563;0.030288941;0.022437728;0.016818333;0.011916307
330.5;0.014255;0.067751578;0.063766191;0.058186649;0.050215875;0.044636333;0.036824975;0.027698439;0.019209565;0.014706078;0.01215543
79.2;0.01402;0.0669545;0.062969113;0.057389572;0.049418798;0.043440717;0.036187313;0.027419462;0.019090003;0.014427101;0.012075722
233.7;0.017486;0.077715045;0.074128197;0.072932581;0.064563268;0.053802723;0.042245101;0.030448356;0.022198605;0.016818333;0.011996015
335.9;0.015685;0.072534042;0.068150116;0.062172036;0.056592494;0.049418798;0.039853869;0.029531717;0.019767519;0.015981402;0.012394553
116.3;0.046724;0.078512122;0.071736964;0.064563268;0.054201262;0.042245101;0.028375955;0.016180671;0.008249751;0.004025241;0.001155762
93.3;0.054501;0.0669545;0.058983726;0.05181003;0.042245101;0.031245433;0.019169711;0.011079376;0.00597808;0.001641979;0.000434407
240.6;0.016387;0.074925274;0.069345732;0.064961807;0.059382265;0.051411491;0.041049485;0.030049817;0.020445035;0.016419794;0.012274992
316.2;0.018412;0.079707738;0.07612089;0.071736964;0.064563268;0.054599801;0.042245101;0.030009963;0.023155098;0.016858187;0.011677184
349.4;0.027736;0.086084357;0.078910661;0.071338426;0.06097642;0.054599801;0.045433411;0.033796081;0.021760213;0.012274992;0.00617735
306.9;0.016567;0.075323813;0.069345732;0.065758884;0.059780804;0.05181003;0.041049485;0.030129525;0.020763866;0.016499502;0.012235138
166.2;0.045519;0.079707738;0.073331119;0.066157423;0.056193955;0.043839256;0.029850548;0.017376287;0.00844902;0.004344072;0.001195616
180.1;0.042354;0.083693125;0.077316506;0.07014281;0.060179342;0.047824643;0.033796081;0.020484889;0.009644636;0.005220857;0.002016606
111.8;0.047867;0.076917967;0.07014281;0.062570575;0.052607107;0.040650947;0.026981069;0.015104616;0.008010628;0.003686483;0.001091996
95.3;0.022148;0.088077051;0.082896048;0.076519429;0.0669545;0.054998339;0.041049485;0.033397542;0.024470276;0.015782132;0.00968449
65.4;0.017637;0.080504816;0.073729658;0.069345732;0.062969113;0.053404185;0.041846563;0.030288941;0.022358021;0.016818333;0.011956161
203;0.056105;0.064164729;0.056193955;0.049418798;0.039853869;0.029133178;0.017535702;0.010720691;0.005380272;0.001414812;0.000228761
182.9;0.032565;0.078512122;0.076917967;0.073331119;0.066555961;0.056991033;0.043839256;0.030288941;0.017934241;0.008847559;0.004383926
392.9;0.02009;0.084490203;0.080903354;0.074925274;0.066555961;0.055396878;0.042245101;0.030448356;0.024111591;0.016539356;0.010880106
104.9;0.055055;0.065758884;0.058186649;0.051012953;0.041448024;0.03048821;0.018651611;0.010959814;0.005778811;0.001474593;0.000365061
164.1;0.053023;0.069345732;0.061374958;0.054201262;0.044636333;0.033158419;0.02080372;0.011358353;0.006496181;0.002088343;0.000609764
159.9;0.058664;0.059382265;0.05181003;0.045433411;0.036187313;0.025905015;0.014945201;0.009923613;0.004463633;0.001255397;3.99E-43
363.1;0.017575;0.07612089;0.073331119;0.069345732;0.062570575;0.053404185;0.041846563;0.030328794;0.022278313;0.016818333;0.011956161
136.5;0.016158;0.074526735;0.069345732;0.063766191;0.058585188;0.050614414;0.040650947;0.029890402;0.020006642;0.016300232;0.012314846
158.7;0.01969;0.083693125;0.079707738;0.074526735;0.066157423;0.055396878;0.042245101;0.029571571;0.023992029;0.016619063;0.011079376
