Power;Pressure;xAr;Point1_EtchRate;Point2_EtchRate;Point3_EtchRate;Point4_EtchRate;Point5_EtchRate;Point6_EtchRate;Point7_EtchRate;Point8_EtchRate;Point9_EtchRate;Point10_EtchRate
885;0.022826;0.55;0.938657;0.872951;0.826802;0.752827;0.662359;0.559372;0.457568;0.350494;0.252039;0.178102
954.2;0.05834;0.76;0.997190;0.879307;0.813912;0.698089;0.568402;0.435854;0.310540;0.215721;0.140110;0.089386
636.5;0.040958;0.41;0.524813;0.475470;0.456622;0.419775;0.374598;0.314151;0.242873;0.175126;0.113459;0.070645
823.4;0.018267;0.6;0.847273;0.794744;0.758414;0.697472;0.619285;0.526594;0.424372;0.333132;0.248816;0.183742
404.5;0.05131;0.87;0.527806;0.470528;0.427338;0.357958;0.285973;0.215408;0.150435;0.101089;0.063306;0.039002
351.9;0.042785;0.76;0.371353;0.333683;0.309595;0.272322;0.232248;0.186356;0.139564;0.098874;0.064110;0.040488
1181.8;0.037323;0.75;1.564490;1.396762;1.303515;1.161095;0.984242;0.770117;0.552948;0.382514;0.251272;0.164984
556.3;0.022566;0.86;0.780082;0.725633;0.678142;0.600223;0.515736;0.414009;0.310915;0.225122;0.151674;0.103345
835.5;0.012008;0.25;0.560826;0.542640;0.529952;0.505581;0.470054;0.420019;0.362294;0.310956;0.259313;0.218272
1165.9;0.021669;0.64;1.364266;1.271519;1.197607;1.083718;0.942650;0.776201;0.608483;0.457322;0.330639;0.234851
467.2;0.028056;0.69;0.534913;0.497255;0.470432;0.424215;0.369007;0.302176;0.235321;0.171202;0.119129;0.080673
473.7;0.041673;0.76;0.550438;0.491427;0.456601;0.398064;0.330248;0.259537;0.194474;0.136554;0.089772;0.057457
607.5;0.059305;0.64;0.445439;0.399763;0.377888;0.337842;0.291240;0.237173;0.177045;0.123830;0.078008;0.046176
1139.6;0.020358;0.36;0.959536;0.904778;0.871857;0.811151;0.741806;0.647212;0.553287;0.450809;0.341180;0.250914
651.6;0.047854;0.13;0.439170;0.397019;0.381097;0.347780;0.307021;0.250478;0.183571;0.126228;0.078371;0.046382
545.9;0.054316;0.2;0.325081;0.295161;0.283714;0.257977;0.224401;0.180500;0.131901;0.088773;0.053318;0.031613
436.8;0.033611;0.33;0.426765;0.391629;0.374281;0.342063;0.301153;0.250644;0.192225;0.137349;0.088837;0.056482
657.4;0.017946;0.77;0.753589;0.705406;0.665491;0.606925;0.531702;0.440715;0.350272;0.262181;0.193255;0.139731
637.3;0.050546;0.82;0.807780;0.717053;0.660924;0.564793;0.455097;0.341505;0.243183;0.164442;0.104289;0.065417
418;0.033825;0.46;0.417389;0.380526;0.360598;0.329272;0.290817;0.241429;0.187419;0.134372;0.088363;0.056813
691.5;0.015814;0.89;0.780487;0.744427;0.705298;0.642430;0.559156;0.459945;0.363065;0.272359;0.196089;0.143531
382.4;0.053786;0.13;0.213780;0.192500;0.184989;0.168691;0.146419;0.115640;0.084546;0.055991;0.034299;0.021137
853.2;0.041759;0.79;1.147537;1.040105;0.965500;0.836221;0.685639;0.525642;0.374349;0.256055;0.165714;0.107615
309.9;0.014864;0.52;0.248348;0.237817;0.231477;0.219376;0.202868;0.179382;0.150212;0.120317;0.092790;0.072994
815.9;0.055422;0.88;1.084940;0.957502;0.891687;0.775526;0.635812;0.471710;0.328722;0.211097;0.129982;0.079757
1010.8;0.011751;0.8;0.810237;0.775372;0.740835;0.681073;0.602090;0.511722;0.420725;0.331807;0.261074;0.211324
511.8;0.011987;0.23;0.367089;0.351972;0.341963;0.322657;0.299934;0.269727;0.232547;0.193580;0.158489;0.131474
703.2;0.059428;0.38;0.410189;0.368141;0.353807;0.327627;0.291252;0.236205;0.177753;0.120052;0.073083;0.042625
812.4;0.044309;0.15;0.570018;0.516935;0.499479;0.463697;0.419098;0.348743;0.267239;0.186084;0.118695;0.072676
355.3;0.028834;0.46;0.380306;0.350860;0.334850;0.304127;0.267718;0.223877;0.174751;0.127315;0.086512;0.056503
746.7;0.035216;0.45;0.679254;0.622359;0.592968;0.541300;0.480277;0.400265;0.317958;0.236400;0.161094;0.104688
878.1;0.048175;0.36;0.589570;0.534484;0.515042;0.476347;0.428421;0.362988;0.282608;0.203094;0.131529;0.081145
499.1;0.012444;0.83;0.324541;0.313587;0.302258;0.282386;0.256670;0.224696;0.187646;0.153867;0.122209;0.100970
1053.4;0.046296;0.5;0.843375;0.760381;0.716963;0.638383;0.549664;0.454298;0.356754;0.261883;0.178014;0.115975
1174;0.045066;0.67;1.276217;1.143623;1.065331;0.925300;0.771245;0.604264;0.439354;0.313582;0.210809;0.139301
1061.7;0.032945;0.63;1.234132;1.126868;1.051267;0.929597;0.798796;0.642657;0.482480;0.348886;0.240794;0.163831
755.4;0.039115;0.77;1.006330;0.914523;0.847180;0.733909;0.601949;0.464116;0.335012;0.232852;0.152959;0.100334
551;0.026954;0.31;0.571185;0.528544;0.507883;0.469253;0.420386;0.353089;0.280508;0.208329;0.143842;0.096572
972;0.018531;0.72;1.153418;1.087717;1.026608;0.926408;0.803591;0.668741;0.524436;0.392655;0.285612;0.206959
513.2;0.02996;0.43;0.523151;0.482950;0.461774;0.423871;0.375658;0.313398;0.247761;0.182685;0.123780;0.081533
400.1;0.030387;0.35;0.415601;0.382374;0.364037;0.332263;0.294453;0.244550;0.190513;0.136023;0.091034;0.058709
1002.2;0.015402;0.58;0.913397;0.872880;0.836185;0.772146;0.690824;0.594191;0.486586;0.382915;0.294723;0.231118
650.8;0.032994;0.64;0.728930;0.671353;0.629864;0.560211;0.479390;0.390650;0.297703;0.217877;0.149332;0.100068
517.5;0.032544;0.89;0.818954;0.744022;0.684607;0.596343;0.496149;0.380709;0.270063;0.183454;0.117374;0.074216
663.5;0.037557;0.89;1.051868;0.946214;0.881581;0.771238;0.636936;0.481802;0.340891;0.223958;0.141224;0.087932
386.8;0.05027;0.71;0.344223;0.310868;0.291872;0.260080;0.222996;0.178635;0.134655;0.093580;0.059242;0.035829
418.8;0.045042;0.32;0.334977;0.303109;0.288399;0.259982;0.227946;0.184226;0.135482;0.092800;0.057929;0.034560
1160.5;0.01261;0.43;0.778773;0.751250;0.730073;0.692733;0.639523;0.568031;0.486220;0.400194;0.324134;0.272747
817.7;0.020984;0.27;0.721570;0.678927;0.662499;0.630400;0.588654;0.526099;0.441750;0.346074;0.251823;0.183071
353.8;0.032982;0.6;0.370446;0.338823;0.320611;0.288344;0.252677;0.210118;0.163179;0.117416;0.078960;0.051439
511.3;0.057927;0.11;0.252018;0.227704;0.220337;0.201995;0.177539;0.141367;0.103179;0.068689;0.041812;0.025216
617.8;0.049502;0.13;0.397716;0.359852;0.344603;0.316943;0.279322;0.224694;0.165773;0.111781;0.069523;0.041083
1039.1;0.032594;0.24;0.815879;0.753239;0.730190;0.684928;0.627838;0.545939;0.443148;0.338936;0.239203;0.161556
313.9;0.026671;0.26;0.340124;0.313603;0.299493;0.273979;0.241925;0.201057;0.157117;0.112879;0.076067;0.050067
338.7;0.012955;0.68;0.207739;0.200215;0.194611;0.184732;0.170717;0.152711;0.132244;0.110621;0.089701;0.074404
452.1;0.047045;0.45;0.359146;0.326398;0.311869;0.282925;0.246696;0.202462;0.150379;0.104097;0.065171;0.038886
884.2;0.03534;0.78;1.248296;1.121137;1.039886;0.915751;0.769185;0.596969;0.429644;0.295596;0.194819;0.127406
958.6;0.019996;0.41;0.866994;0.815500;0.783757;0.729266;0.662093;0.575653;0.487950;0.390946;0.291948;0.212215
883;0.03136;0.77;1.243442;1.145292;1.066947;0.932209;0.777188;0.620116;0.455287;0.317660;0.208558;0.139490
705.8;0.018435;0.7;0.781401;0.732353;0.695652;0.634835;0.557673;0.468461;0.372150;0.285899;0.210299;0.153185
792.3;0.047585;0.57;0.668683;0.601429;0.563459;0.499078;0.431632;0.354384;0.273223;0.199106;0.131140;0.082903
566.7;0.028418;0.23;0.575827;0.532747;0.513102;0.473275;0.420438;0.354443;0.280207;0.207109;0.139862;0.092048
970.2;0.057091;0.52;0.648020;0.578648;0.549331;0.494621;0.434215;0.357222;0.278608;0.199262;0.128889;0.079447
470.1;0.010859;0.47;0.257027;0.248631;0.242987;0.231658;0.215091;0.193476;0.171321;0.147676;0.125368;0.108635
918.1;0.051453;0.4;0.591976;0.536654;0.515637;0.474120;0.426347;0.358402;0.280446;0.199358;0.129341;0.079701
465.2;0.04133;0.17;0.380780;0.345997;0.330216;0.298705;0.258873;0.211619;0.156391;0.107743;0.067032;0.040518
631.6;0.036937;0.31;0.545239;0.498339;0.477660;0.442621;0.396184;0.331544;0.259112;0.186264;0.121477;0.076832
863.1;0.042525;0.37;0.651574;0.588587;0.562991;0.516609;0.465729;0.394857;0.313411;0.229113;0.150381;0.095582
1002.2;0.046331;0.4;0.707644;0.639653;0.608921;0.555017;0.496845;0.420474;0.334106;0.246781;0.163281;0.103133
373;0.014724;0.22;0.338007;0.324716;0.314697;0.296139;0.271113;0.236483;0.195435;0.154107;0.118968;0.093108
1136.4;0.053879;0.35;0.662675;0.597304;0.574962;0.530779;0.480201;0.407951;0.322452;0.232004;0.151820;0.093576
998.1;0.010718;0.32;0.561166;0.546303;0.534196;0.511167;0.477213;0.431578;0.375207;0.319584;0.275959;0.241585
738.1;0.024715;0.76;1.001836;0.923771;0.863112;0.770798;0.657121;0.524099;0.403171;0.291462;0.200278;0.135069
692.3;0.018996;0.37;0.647097;0.611341;0.589286;0.550304;0.508718;0.452524;0.379148;0.297090;0.218444;0.160475
702.1;0.056315;0.8;0.805382;0.712131;0.653000;0.554399;0.447172;0.339998;0.240150;0.164851;0.105582;0.066075
575.7;0.013409;0.31;0.465629;0.447667;0.433690;0.408913;0.373901;0.333348;0.286683;0.235235;0.186081;0.149668
757.7;0.039055;0.72;0.937087;0.846963;0.784444;0.680287;0.560783;0.440887;0.323208;0.229467;0.153228;0.100683
759.7;0.041858;0.59;0.728032;0.653141;0.611984;0.544962;0.465794;0.377643;0.292068;0.212833;0.143550;0.092851
1035.9;0.042563;0.11;0.682054;0.622391;0.608261;0.573638;0.525906;0.452669;0.356896;0.258551;0.166549;0.104267
1015.3;0.053231;0.66;0.944065;0.845398;0.784303;0.678196;0.562549;0.442465;0.329527;0.236166;0.156902;0.101110
879.9;0.012798;0.11;0.603866;0.582911;0.570101;0.544655;0.509344;0.457161;0.408298;0.349946;0.289589;0.241115
640.7;0.050843;0.65;0.561384;0.500932;0.467704;0.412793;0.354092;0.286493;0.216581;0.153532;0.099801;0.062196
1030.4;0.036446;0.8;1.474141;1.320670;1.230119;1.084937;0.918302;0.716435;0.510114;0.349518;0.225508;0.145387
779.5;0.044718;0.45;0.602077;0.542681;0.516293;0.472216;0.421211;0.353724;0.276000;0.200973;0.131584;0.082157
615.7;0.02062;0.61;0.648859;0.611759;0.584007;0.534434;0.473591;0.403884;0.331907;0.253864;0.183521;0.130978
1145.1;0.037164;0.57;1.171789;1.072059;1.006790;0.893557;0.760538;0.607489;0.465236;0.339937;0.237254;0.161563
1088.3;0.045126;0.28;0.710089;0.641246;0.616672;0.575090;0.525170;0.450792;0.362000;0.267202;0.175815;0.111433
795.1;0.057822;0.73;0.777618;0.682061;0.627754;0.537695;0.446106;0.344965;0.251242;0.175845;0.114584;0.071905
860.2;0.032227;0.33;0.746641;0.688629;0.663025;0.614337;0.555227;0.474632;0.380283;0.286363;0.199248;0.133622
828.3;0.01427;0.84;0.841739;0.800282;0.758472;0.694049;0.612811;0.513344;0.406616;0.311824;0.233415;0.175517
487;0.012867;0.34;0.377455;0.362245;0.350683;0.329753;0.303278;0.271659;0.232825;0.191113;0.152622;0.124237
571.1;0.041473;0.53;0.505453;0.455802;0.431036;0.391926;0.345749;0.286770;0.221500;0.159840;0.104078;0.065210
723.8;0.049809;0.37;0.493998;0.446908;0.430181;0.398668;0.355626;0.294046;0.226610;0.158144;0.099143;0.059930
507.4;0.04456;0.29;0.398012;0.362057;0.346317;0.315071;0.274958;0.225689;0.167580;0.115675;0.072082;0.043261
1059.9;0.027265;0.54;1.124770;1.041753;0.982373;0.879319;0.765199;0.643649;0.512077;0.383707;0.270425;0.189703
475.3;0.057341;0.19;0.255738;0.231533;0.221978;0.202767;0.178002;0.141773;0.102998;0.068517;0.041537;0.025070
503.3;0.03601;0.21;0.461641;0.421080;0.402543;0.367269;0.324246;0.268174;0.202801;0.143466;0.092041;0.056844
453.6;0.057691;0.18;0.237386;0.215612;0.208020;0.190088;0.166298;0.131851;0.096252;0.063580;0.038654;0.023728
504.9;0.01368;0.35;0.416067;0.399911;0.386829;0.363730;0.333427;0.297555;0.253717;0.206348;0.162009;0.129047
692.1;0.020352;0.75;0.842464;0.796057;0.750520;0.674034;0.581944;0.483212;0.375309;0.282920;0.200661;0.142591
580;0.048751;0.51;0.443892;0.402076;0.383550;0.350138;0.309642;0.254052;0.195075;0.136327;0.086031;0.052380
1131;0.055709;0.79;1.277102;1.125361;1.051749;0.919496;0.760538;0.573141;0.408241;0.273293;0.176288;0.113210
687.2;0.049128;0.88;0.988959;0.876343;0.806560;0.693515;0.571039;0.426163;0.293986;0.191553;0.119136;0.073228
466.3;0.024777;0.36;0.502146;0.468551;0.449380;0.413705;0.370549;0.312437;0.247190;0.183968;0.128595;0.087546
1114.4;0.017592;0.28;0.849758;0.810500;0.787280;0.745607;0.692897;0.619295;0.534953;0.447664;0.350862;0.269913
1181.8;0.052396;0.51;0.876451;0.780510;0.730868;0.645577;0.556245;0.457809;0.356782;0.264287;0.177905;0.114117
695;0.049243;0.38;0.485258;0.438308;0.421529;0.390201;0.347621;0.286914;0.220837;0.154059;0.096576;0.058429
400;0.023542;0.79;0.472622;0.438272;0.412488;0.370113;0.324770;0.270602;0.210498;0.155189;0.107707;0.075364
532.3;0.021391;0.31;0.553279;0.521632;0.505393;0.472981;0.429722;0.369943;0.298433;0.224610;0.161366;0.114502
667.8;0.026051;0.77;0.910640;0.842471;0.789185;0.697327;0.588804;0.472002;0.360967;0.256306;0.175258;0.119057
835.4;0.051478;0.57;0.662957;0.589735;0.553022;0.491514;0.427199;0.350477;0.268376;0.194183;0.127730;0.080140
536;0.051109;0.68;0.473363;0.424945;0.396196;0.352452;0.301699;0.241989;0.183414;0.127616;0.082052;0.050777
842.6;0.038534;0.37;0.681087;0.621703;0.597076;0.547946;0.486974;0.415961;0.330739;0.244544;0.165501;0.106586
940.1;0.038591;0.11;0.688598;0.629437;0.610227;0.575493;0.528467;0.451452;0.359661;0.259723;0.171748;0.108618
499.6;0.024301;0.25;0.538338;0.503320;0.483931;0.446627;0.400606;0.337604;0.268346;0.199688;0.139664;0.094773
405.7;0.044957;0.51;0.343160;0.312093;0.298049;0.270538;0.235975;0.192605;0.144811;0.100541;0.063263;0.038323
567;0.049813;0.12;0.359321;0.326316;0.313771;0.287109;0.250625;0.199637;0.147819;0.098675;0.061259;0.036447
586.9;0.032079;0.54;0.600812;0.552074;0.523666;0.473635;0.417151;0.346558;0.270704;0.200142;0.136425;0.090823
681.8;0.032311;0.32;0.628447;0.577995;0.556221;0.513741;0.458853;0.388778;0.308721;0.228707;0.154884;0.100427
1161.6;0.055989;0.14;0.595975;0.541579;0.527178;0.493788;0.446604;0.377202;0.288523;0.201154;0.125137;0.075133
858.2;0.021302;0.8;1.168978;1.090506;1.021214;0.917525;0.788931;0.637264;0.490423;0.352930;0.247127;0.169971
840.2;0.02805;0.88;1.315039;1.210751;1.130777;1.011401;0.859645;0.675296;0.495064;0.341015;0.219592;0.140021
455.3;0.026228;0.19;0.495611;0.458972;0.438315;0.400511;0.353244;0.299021;0.233994;0.172322;0.116623;0.076809
381.3;0.014179;0.51;0.302560;0.289959;0.280572;0.264561;0.244533;0.217608;0.184252;0.149015;0.116439;0.092102
529.7;0.035633;0.7;0.610950;0.556398;0.518591;0.454810;0.387772;0.310850;0.235290;0.170269;0.114326;0.074653
1072.7;0.051643;0.19;0.613504;0.553712;0.537714;0.505239;0.461784;0.388326;0.303528;0.212366;0.135083;0.082544
1120;0.055231;0.13;0.591151;0.533264;0.518894;0.485102;0.437584;0.368971;0.280913;0.195352;0.121347;0.072903
929.7;0.04618;0.45;0.694789;0.627953;0.595376;0.537721;0.476845;0.400528;0.316073;0.232627;0.153848;0.097089
952.7;0.02915;0.2;0.785359;0.734886;0.718496;0.678649;0.625996;0.546860;0.443057;0.341164;0.242887;0.164264
506.9;0.024901;0.88;0.740260;0.687229;0.644503;0.570785;0.481222;0.375594;0.284207;0.198399;0.133065;0.087398
818.4;0.044586;0.85;1.168828;1.053331;0.978278;0.845083;0.690524;0.528840;0.368834;0.245355;0.153704;0.096563
1029.6;0.054023;0.85;1.309047;1.141094;1.069671;0.941693;0.785263;0.594789;0.415340;0.271939;0.170274;0.105957
663.5;0.056227;0.89;0.893653;0.797939;0.737426;0.632380;0.509181;0.376907;0.258796;0.167138;0.101356;0.061672
1189.6;0.014063;0.65;1.079726;1.031315;0.981878;0.899206;0.803750;0.687269;0.556058;0.437787;0.334955;0.260391
381;0.034134;0.66;0.401667;0.369609;0.349159;0.313553;0.270198;0.222992;0.172562;0.124665;0.084079;0.054707
588.8;0.016413;0.4;0.540289;0.513083;0.496637;0.465036;0.424846;0.376751;0.318222;0.252701;0.191130;0.143363
760.3;0.022646;0.15;0.709403;0.672569;0.657905;0.623642;0.576779;0.506053;0.416153;0.317121;0.231138;0.163210
354.5;0.054198;0.45;0.250468;0.227817;0.216935;0.195245;0.167789;0.134918;0.097618;0.065907;0.039834;0.023786
953.1;0.019814;0.53;0.951285;0.897827;0.856620;0.784880;0.696724;0.595847;0.484478;0.383740;0.284465;0.207602
800.9;0.016068;0.53;0.724954;0.688511;0.661733;0.617365;0.559328;0.484551;0.399077;0.319716;0.247790;0.189776
776.4;0.037185;0.73;0.988012;0.900339;0.836728;0.729805;0.604896;0.469862;0.346353;0.243963;0.163216;0.108258
1047;0.025731;0.58;1.172326;1.079654;1.022896;0.920387;0.795068;0.653393;0.523258;0.391181;0.277089;0.193381
1072.9;0.029102;0.86;1.622505;1.495327;1.404743;1.262228;1.083459;0.860066;0.629815;0.437556;0.280222;0.179487
1010.1;0.049577;0.6;0.897688;0.802970;0.748863;0.654838;0.550294;0.441208;0.337095;0.244265;0.163031;0.105661
586;0.051959;0.8;0.689297;0.615947;0.564235;0.477696;0.385563;0.295625;0.210932;0.145865;0.093278;0.058291
707;0.044012;0.2;0.518693;0.470578;0.453334;0.420186;0.375644;0.309552;0.236696;0.162941;0.103638;0.063543
977;0.030846;0.75;1.340996;1.239749;1.158767;1.018681;0.852874;0.679675;0.504622;0.352340;0.233762;0.156695
398.9;0.042144;0.88;0.575123;0.513370;0.466935;0.397551;0.323810;0.242148;0.172297;0.115146;0.073691;0.046190
398.8;0.020704;0.28;0.438665;0.412753;0.396668;0.367673;0.330416;0.280730;0.221854;0.168631;0.120351;0.084659
542.9;0.040864;0.83;0.765349;0.687034;0.629803;0.536256;0.437369;0.333946;0.237048;0.163363;0.105581;0.066908
772.2;0.04376;0.64;0.779369;0.697309;0.648610;0.571318;0.481676;0.382824;0.291877;0.210434;0.141307;0.091457
1175.4;0.040051;0.68;1.361693;1.242277;1.162192;1.022768;0.856578;0.662567;0.490691;0.343590;0.232489;0.156235
939.4;0.027315;0.65;1.144896;1.058082;0.992654;0.881845;0.751726;0.613552;0.477046;0.346942;0.239892;0.165795
580.7;0.02822;0.74;0.750017;0.684957;0.637222;0.562228;0.484863;0.392502;0.296080;0.214169;0.146271;0.099295
562.3;0.018574;0.52;0.551168;0.520512;0.499640;0.463729;0.420681;0.368286;0.305745;0.237528;0.174705;0.128046
1065.3;0.049768;0.7;1.138275;1.002447;0.927578;0.812167;0.674647;0.517094;0.378708;0.265285;0.177649;0.115994
1120.5;0.034633;0.5;1.060207;0.979091;0.926407;0.833101;0.723610;0.593144;0.464826;0.345478;0.244921;0.167276
875.3;0.027731;0.83;1.320330;1.210990;1.130016;1.008649;0.854942;0.670776;0.497705;0.346111;0.227604;0.147678
529.8;0.048753;0.2;0.362970;0.327334;0.313329;0.287240;0.251610;0.201453;0.148867;0.099942;0.062145;0.036920
379.8;0.02184;0.78;0.418411;0.392730;0.371728;0.336717;0.297895;0.252138;0.199681;0.148744;0.104949;0.074754
1054.4;0.052242;0.24;0.608810;0.549059;0.531479;0.497973;0.454635;0.382755;0.299879;0.210742;0.134224;0.082080
826.2;0.050826;0.71;0.860126;0.767881;0.710576;0.612313;0.503302;0.391582;0.289143;0.204101;0.133656;0.085294
1153.3;0.052311;0.47;0.802528;0.714176;0.671362;0.602468;0.528454;0.439888;0.345106;0.255758;0.171213;0.108629
354.9;0.028509;0.58;0.382861;0.352830;0.336172;0.306831;0.269982;0.223705;0.175982;0.129551;0.088407;0.059266
826.2;0.029161;0.39;0.757190;0.706695;0.681064;0.631354;0.569411;0.486699;0.390155;0.294428;0.208588;0.141395
556.6;0.053067;0.42;0.384736;0.345909;0.331250;0.301630;0.267669;0.218431;0.162283;0.110579;0.068673;0.040395
1045;0.033195;0.68;1.303419;1.187251;1.106651;0.968818;0.829166;0.660980;0.488837;0.349091;0.236782;0.159740
471.9;0.038527;0.86;0.695153;0.627451;0.575613;0.491399;0.395545;0.304926;0.215707;0.147412;0.094547;0.060088
698.3;0.044765;0.8;0.923933;0.825665;0.759280;0.646270;0.533034;0.403514;0.287939;0.197127;0.128265;0.081741
654.1;0.058046;0.59;0.458395;0.412629;0.392240;0.353937;0.308052;0.252906;0.190330;0.133576;0.084294;0.049931
909.2;0.041829;0.61;0.924955;0.832202;0.773826;0.674948;0.575587;0.457184;0.348519;0.254610;0.173344;0.113514
486.8;0.038545;0.72;0.552802;0.496190;0.459865;0.406589;0.343654;0.273270;0.207284;0.147729;0.098868;0.063813
586.3;0.056356;0.82;0.688583;0.607784;0.553992;0.467666;0.378880;0.285742;0.201707;0.136663;0.086901;0.053801
420.4;0.053188;0.28;0.271339;0.246752;0.235648;0.212781;0.183489;0.147743;0.106773;0.072077;0.043466;0.025326
904.3;0.018492;0.18;0.739845;0.702511;0.683437;0.647579;0.612628;0.559700;0.483350;0.391162;0.296041;0.221156
813.9;0.018935;0.76;0.999263;0.939314;0.883812;0.792886;0.692132;0.569519;0.446706;0.330283;0.239414;0.170467
452.8;0.022175;0.44;0.479259;0.451253;0.435425;0.404132;0.364595;0.310757;0.249216;0.186679;0.133141;0.093694
432.9;0.047589;0.68;0.391101;0.352323;0.332238;0.296700;0.256225;0.206581;0.156751;0.108945;0.070054;0.043297
728.5;0.019957;0.85;0.985577;0.925705;0.868086;0.776427;0.670916;0.543670;0.419657;0.301219;0.211333;0.145091
1117.3;0.059147;0.34;0.594914;0.536161;0.518654;0.481492;0.434108;0.366795;0.286030;0.203085;0.128272;0.075687
797;0.045482;0.35;0.568498;0.516609;0.497857;0.460833;0.413554;0.350245;0.270496;0.194685;0.126102;0.077668
329.6;0.018772;0.54;0.325040;0.309341;0.298415;0.279110;0.253537;0.219008;0.177976;0.135902;0.099756;0.073647
348.5;0.052915;0.54;0.263287;0.238990;0.228191;0.206754;0.179078;0.142376;0.105543;0.071393;0.043176;0.025450
1024.6;0.055471;0.61;0.842225;0.745283;0.691235;0.603881;0.512203;0.410238;0.310236;0.225246;0.150090;0.095437
706.2;0.058083;0.58;0.491312;0.441375;0.418423;0.378256;0.329018;0.270222;0.205064;0.144521;0.091570;0.054392
644.4;0.03853;0.23;0.531853;0.489247;0.471850;0.435714;0.387654;0.325350;0.248592;0.177747;0.114393;0.070286
1010.7;0.038144;0.43;0.854544;0.774864;0.735275;0.664665;0.589016;0.491110;0.391334;0.295252;0.203644;0.134902
627.9;0.018833;0.4;0.599599;0.566367;0.544908;0.510246;0.469925;0.416259;0.346465;0.269754;0.197535;0.145410
779.1;0.035684;0.16;0.643785;0.590916;0.569415;0.529016;0.480653;0.408398;0.322948;0.232198;0.154806;0.098180
940.5;0.037424;0.29;0.725672;0.665023;0.643023;0.596418;0.537051;0.461879;0.370531;0.277623;0.189140;0.121995
1084.3;0.018264;0.9;1.402183;1.326921;1.260479;1.149808;1.007377;0.830158;0.645616;0.472800;0.332989;0.228902
595.8;0.034695;0.83;0.873134;0.790655;0.735751;0.641022;0.529636;0.404426;0.293665;0.199211;0.131174;0.085040
885.1;0.036756;0.73;1.145986;1.034261;0.965588;0.848115;0.707276;0.546983;0.403181;0.279491;0.188602;0.124957
1177.4;0.01994;0.21;0.868325;0.821171;0.802023;0.763517;0.711863;0.650752;0.574033;0.475375;0.366083;0.271806
368.4;0.041158;0.54;0.336620;0.306977;0.291591;0.264198;0.231853;0.188720;0.143713;0.099706;0.064220;0.040003
828.3;0.011316;0.14;0.520012;0.502941;0.491413;0.469630;0.437241;0.391634;0.349012;0.302558;0.256637;0.220159
672.5;0.02594;0.64;0.778695;0.717700;0.675389;0.606752;0.531138;0.443858;0.347303;0.257170;0.179033;0.124317
578.2;0.03665;0.76;0.747756;0.677737;0.627087;0.543062;0.448228;0.353467;0.259479;0.183682;0.122167;0.080025
537.5;0.026339;0.83;0.764058;0.707371;0.659316;0.579052;0.484740;0.388938;0.292264;0.205688;0.138236;0.093026
982.9;0.04011;0.22;0.703048;0.639897;0.618808;0.574042;0.528513;0.455634;0.365563;0.266960;0.179064;0.114099
1195.7;0.028097;0.34;0.978978;0.909403;0.875446;0.813845;0.746827;0.653495;0.538365;0.417063;0.303214;0.215500
467.9;0.016746;0.72;0.441096;0.418362;0.399677;0.370223;0.333924;0.286203;0.233014;0.184401;0.137860;0.104374
1003;0.055691;0.49;0.660693;0.591313;0.560905;0.508167;0.447841;0.371623;0.290535;0.207945;0.136458;0.084288
476.2;0.042028;0.54;0.420004;0.382069;0.363367;0.330751;0.290206;0.240185;0.182814;0.130059;0.084034;0.052477
1193.1;0.042939;0.8;1.555299;1.420340;1.333795;1.176296;0.987067;0.757022;0.546655;0.363039;0.234145;0.150521
681.8;0.047228;0.12;0.463322;0.419198;0.402988;0.368946;0.324131;0.266499;0.196689;0.135311;0.083869;0.050205
956;0.052109;0.38;0.598659;0.542783;0.521871;0.480543;0.433926;0.365084;0.286171;0.202966;0.131531;0.080960
748.5;0.035833;0.53;0.725100;0.662621;0.626167;0.561550;0.492053;0.405129;0.316907;0.235046;0.160227;0.105362
1028.1;0.017593;0.7;1.163891;1.097075;1.039876;0.944914;0.823775;0.686758;0.542171;0.411186;0.300378;0.222808
620.9;0.029033;0.88;0.972536;0.902659;0.840227;0.736635;0.609153;0.477406;0.348704;0.236125;0.153320;0.099375
365.9;0.051051;0.66;0.306093;0.276443;0.261718;0.234471;0.202556;0.164837;0.121960;0.084672;0.053213;0.031879
831.9;0.018568;0.32;0.725708;0.689311;0.667232;0.627850;0.574646;0.516116;0.441936;0.353973;0.265408;0.195987
474.4;0.058324;0.83;0.532832;0.466340;0.423832;0.361801;0.292947;0.218833;0.157531;0.105871;0.066444;0.040278
689.1;0.050315;0.47;0.493520;0.445920;0.426239;0.390165;0.347635;0.286972;0.221916;0.155610;0.098314;0.060126
974.2;0.021109;0.69;1.188437;1.109753;1.045366;0.942521;0.816731;0.671283;0.522980;0.391435;0.280468;0.198665
335.3;0.059989;0.55;0.229667;0.205135;0.194712;0.174791;0.151815;0.120801;0.087757;0.057951;0.034772;0.021622
1151.7;0.013187;0.9;1.097115;1.065733;1.013996;0.928919;0.819720;0.686711;0.556361;0.429151;0.322605;0.245842
987.3;0.031274;0.41;0.876004;0.814046;0.779588;0.716998;0.641457;0.544544;0.437071;0.330073;0.235030;0.160249
802.9;0.030217;0.81;1.183474;1.095233;1.021003;0.894869;0.743769;0.587795;0.432186;0.297832;0.195178;0.128948
465.5;0.030015;0.81;0.629162;0.571886;0.533283;0.471708;0.397982;0.314156;0.235032;0.165421;0.111482;0.074195
